Producto;Fecha;Precio AND (€/Kg);Precio MAD (€/Kg);Valor AND (miles €);Valor MAD (miles €);Volumen AND (miles kg);Volumen MAD (miles kg);Precio CLM (€/Kg);Precio CYL (€/Kg);Precio CAT (€/Kg);Valor CLM (miles €);Valor CYL (miles €);Valor CAT (miles €);Volumen CLM (miles kg);Volumen CYL (miles kg);Volumen CAT (miles kg);Poblacion AND;Poblacion MAD;Poblacion CLM;Poblacion CYL;Poblacion CAT
NARANJAS;09/2020;1.784;1.821;6639.635;8353.462;3722.311;4586.82;1.867;1.925;1.858;1706.995;3370.586;7192.165;914.136;1750.664;3870.921;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
MANDARINAS;09/2020;2.09;2.114;1905.88;1850.454;911.846;875.364;2.334;2.036;2.091;366.666;732.937;2460.551;157.068;359.944;1176.809;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
LIMONES;09/2020;1.94;1.985;2569.81;2708.914;1324.498;1364.949;1.927;2.086;2.146;648.351;887.876;3580.37;336.454;425.665;1668.564;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PLATANOS;09/2020;1.508;1.677;10938.95;10265.62;7256.087;6120.95;1.614;1.661;1.749;2718.132;3737.084;10750.28;1683.72;2249.562;6147.462;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
MANZANAS;09/2020;1.591;1.648;7649.908;7677.477;4809.261;4658.566;1.532;1.633;1.578;1976.01;3858.577;8421.223;1289.611;2362.641;5336.835;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PERAS;09/2020;1.632;1.727;4776.822;4914.526;2926.916;2846.238;1.688;1.692;1.754;1241.904;2194.32;5197.337;735.571;1296.536;2963.398;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
MELOCOTONES;09/2020;2.115;2.214;7048.826;7758.673;3332.59;3504.648;1.913;2.154;2.309;2088.376;3398.0;12474.33;1091.407;1577.403;5401.406;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
NECTARINAS;09/2020;2.006;2.007;3148.186;2348.661;1569.383;1170.14;1.834;1.91;1.933;534.015;1357.931;3462.74;291.136;710.794;1791.741;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
ALBARICOQUES;09/2020;1.945;1.943;74.41;113.88;38.266;58.601;1.339;2.037;1.561;24.148;63.93;82.352;18.036;31.386;52.768;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
FRESAS/FRESON;09/2020;4.227;3.382;521.92;616.639;123.468;182.32;3.537;3.403;3.94;126.122;333.804;1238.995;35.658;98.104;314.461;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
MELON;09/2020;0.884;0.96;12833.87;10076.75;14517.0;10497.99;0.851;0.939;1.089;2784.992;3951.303;11957.68;3271.434;4206.458;10979.4;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
SANDIA;09/2020;0.769;0.854;7513.961;5932.291;9768.841;6947.006;0.816;0.962;0.953;2228.776;4416.616;7220.071;2731.45;4593.288;7576.038;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CIRUELAS;09/2020;1.841;1.994;4357.835;3915.719;2367.408;1964.049;1.954;1.917;2.141;852.196;1167.257;3777.443;436.122;609.012;1764.285;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CEREZAS;09/2020;2.323;2.226;204.486;169.872;88.045;76.303;10.0;2.45;4.43;9.375;13.714;190.309;0.938;5.596;42.955;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
UVAS;09/2020;2.596;2.398;10768.77;5507.026;4147.784;2296.542;2.462;2.19;2.586;1069.971;1880.099;8756.209;434.621;858.618;3386.513;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
KIWI;09/2020;3.866;4.091;5156.043;5931.645;1333.738;1450.076;3.582;3.996;4.288;748.042;1646.03;6484.219;208.819;411.97;1512.037;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
AGUACATE;09/2020;3.78;3.88;4214.889;3695.127;1114.918;952.395;3.884;3.881;3.715;766.518;856.85;3782.098;197.332;220.769;1018.135;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PIÑA;09/2020;1.667;1.602;1263.52;1433.806;758.053;895.288;1.568;1.395;1.89;199.959;452.256;1967.705;127.527;324.198;1040.904;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
POMELO;09/2020;1.821;2.496;191.132;242.365;104.946;97.089;1.298;1.896;2.175;14.097;176.612;401.289;10.859;93.13;184.48;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CHIRIMOYA;09/2020;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
MANGO;09/2020;2.45;2.487;2400.673;2040.269;979.719;820.251;2.399;2.811;2.362;297.074;314.785;1564.34;123.818;111.964;662.416;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
TOMATES;10/2020;1.644;1.825;15763.38;13363.02;9590.173;7322.228;1.698;1.962;2.052;3630.377;5631.077;19412.43;2137.838;2869.628;9459.6;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CEBOLLAS;10/2020;1.194;1.172;5940.669;4661.082;4975.45;3975.723;1.263;1.121;1.338;1455.79;2754.911;7985.898;1152.353;2456.947;5968.724;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
AJOS;10/2020;4.277;4.538;1963.765;1791.4;459.117;394.723;4.414;4.049;5.061;408.07;1073.775;2195.49;92.455;265.227;433.795;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
COLES;10/2020;1.038;1.119;1019.824;1319.054;982.384;1178.335;1.023;0.981;1.202;187.666;865.284;1577.224;183.496;881.905;1312.652;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PEPINOS;10/2020;1.395;1.361;1861.487;1488.718;1334.583;1093.481;1.475;1.356;1.479;566.92;343.31;2255.549;384.444;253.195;1525.425;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
JUDIAS VERDES;10/2020;3.454;3.423;3633.717;3754.539;1052.03;1096.895;3.5;2.257;4.514;594.038;2876.366;6210.782;169.71;1274.527;1375.917;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PIMIENTOS;10/2020;1.826;1.929;6527.9;6149.848;3574.2;3188.597;1.888;1.793;2.05;1745.344;7178.489;6962.56;924.603;4003.574;3396.607;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CHAMPIÑONES+O.SETAS;10/2020;4.539;4.733;4227.162;3793.612;931.203;801.54;4.264;3.943;4.864;1055.763;948.425;7086.482;247.608;240.562;1456.943;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
LECHUGA/ESC./ENDIVIA;10/2020;2.705;2.977;7379.609;5327.26;2728.472;1789.228;2.821;2.603;2.958;1156.575;2182.549;9452.068;410.037;838.328;3195.658;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
ESPARRAGOS;10/2020;3.005;3.769;793.891;822.4;264.197;218.184;5.828;4.404;1.921;301.48;143.04;1079.968;51.733;32.479;562.322;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
VERDURAS DE HOJA;10/2020;2.381;2.337;1941.779;2489.536;815.657;1065.166;2.276;2.1;2.506;537.832;712.386;3291.81;236.278;339.235;1313.766;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
BERENJENAS;10/2020;1.572;1.667;2374.89;1941.075;1510.729;1164.687;1.687;1.428;1.724;526.434;639.916;3045.473;312.075;448.096;1766.373;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
ZANAHORIAS;10/2020;0.963;0.884;2513.555;1933.43;2609.436;2187.336;0.855;0.813;1.058;501.296;822.055;2616.024;586.011;1011.453;2472.054;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CALABACINES;10/2020;1.539;1.53;4067.712;4234.802;2642.59;2766.964;1.569;1.511;1.737;910.834;1368.695;5226.859;580.461;905.602;3008.863;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
BROCOLI;10/2020;2.155;2.216;1472.4;1631.117;683.133;736.16;2.129;2.152;2.007;446.074;550.564;2194.071;209.516;255.871;1093.326;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
ALCACHOFAS;10/2020;3.246;3.668;301.143;180.992;92.774;49.342;5.747;1.939;3.428;48.306;71.616;624.256;8.405;36.934;182.09;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
APIO;10/2020;1.715;1.807;602.391;316.971;351.306;175.412;1.795;1.84;1.492;126.152;158.044;809.356;70.269;85.901;542.636;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
COLIFLOR;10/2020;1.664;1.783;721.854;445.41;433.871;249.818;1.928;1.535;1.892;224.505;290.423;716.384;116.432;189.253;378.672;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PUERRO;10/2020;2.87;2.69;1898.196;2391.617;661.318;888.984;2.83;3.047;2.766;405.934;1143.548;2346.074;143.459;375.284;848.261;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
NARANJAS;10/2020;1.574;1.681;9141.294;9859.919;5806.925;5865.256;1.662;1.574;1.755;2030.326;4291.167;11301.32;1221.947;2727.072;6439.804;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
MANDARINAS;10/2020;1.64;1.742;8273.319;8216.004;5046.109;4716.877;1.688;1.557;1.848;2424.27;3010.479;11412.54;1436.414;1933.123;6173.983;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
LIMONES;10/2020;1.839;1.878;2704.983;2754.632;1470.951;1466.464;1.789;2.005;1.947;873.626;1240.662;3869.358;488.401;618.928;1987.024;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PLATANOS;10/2020;1.596;1.746;14247.48;13152.11;8926.105;7531.367;1.648;1.693;1.804;3625.791;4492.627;16039.87;2200.502;2653.61;8890.439;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
MANZANAS;10/2020;1.539;1.577;11618.28;10384.95;7547.194;6585.29;1.503;1.556;1.608;2643.026;8147.511;12369.79;1759.057;5236.651;7694.787;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PERAS;10/2020;1.667;1.711;5822.188;6159.113;3492.766;3598.9;1.625;1.709;1.75;1696.768;3584.935;7434.904;1044.48;2097.187;4248.827;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
MELOCOTONES;10/2020;2.384;2.468;3938.345;6195.584;1651.658;2510.407;2.418;2.47;2.743;1238.546;1817.893;7868.389;512.229;736.126;2868.576;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
NECTARINAS;10/2020;1.865;1.923;599.032;473.352;321.223;246.104;1.847;1.988;1.59;134.441;151.132;249.684;72.79;76.007;157.016;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
ALBARICOQUES;10/2020;1.667;1.19;18.103;39.528;10.861;33.224;1.255;0.983;1.499;6.404;5.989;32.818;5.105;6.091;21.895;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
FRESAS/FRESON;10/2020;2.893;3.959;441.252;601.102;152.542;151.838;5.679;2.807;3.711;150.449;422.349;886.886;26.494;150.486;238.975;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
MELON;10/2020;0.958;1.135;8076.612;7266.685;8434.862;6400.093;1.114;1.013;1.287;1726.344;1896.095;8130.601;1550.085;1871.421;6316.606;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
SANDIA;10/2020;0.913;1.017;1555.157;1546.53;1703.672;1520.92;0.888;0.88;1.234;398.292;528.019;1735.608;448.705;599.861;1406.208;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CIRUELAS;10/2020;1.928;1.861;2615.524;2216.844;1356.785;1191.171;1.877;2.042;2.207;691.215;463.605;2483.947;368.181;227.008;1125.252;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CEREZAS;10/2020;2.241;2.414;155.004;93.415;69.176;38.691;0.0;1.778;5.104;0.0;9.046;174.202;0.0;5.088;34.13;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
UVAS;10/2020;2.379;2.296;10375.56;9472.106;4362.018;4126.344;2.25;2.356;2.489;1387.889;3003.341;9885.877;616.805;1274.931;3972.476;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
KIWI;10/2020;3.717;3.701;6895.672;7209.991;1855.185;1947.877;3.385;3.555;3.783;1464.773;2496.56;7057.572;432.73;702.199;1865.43;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
AGUACATE;10/2020;3.722;3.764;5056.408;4176.173;1358.426;1109.398;3.86;3.767;3.831;888.374;995.999;4192.091;230.141;264.428;1094.185;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PIÑA;10/2020;1.773;1.643;1889.857;1831.612;1065.973;1114.915;1.653;1.466;1.961;424.999;522.728;2532.755;257.131;356.651;1291.523;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
POMELO;10/2020;2.059;2.167;208.036;250.057;101.044;115.417;1.558;2.122;1.999;11.227;86.363;413.932;7.205;40.706;207.12;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CHIRIMOYA;10/2020;3.0;2.634;4.616;17.673;1.539;6.709;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
MANGO;10/2020;2.375;2.302;4203.62;2386.216;1770.133;1036.436;2.317;2.368;2.466;468.65;677.248;2650.977;202.307;286.006;1075.039;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
TOMATES;11/2020;1.578;1.799;13117.92;11033.97;8310.611;6131.761;1.601;1.831;2.045;3220.156;3962.766;19236.74;2011.573;2164.071;9405.626;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CEBOLLAS;11/2020;1.178;1.185;5923.496;4155.278;5026.972;3507.558;1.146;1.254;1.321;961.808;1589.738;7653.241;839.025;1267.381;5795.557;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
AJOS;11/2020;4.293;4.609;2634.283;1624.316;613.621;352.46;4.307;4.617;5.089;374.684;647.431;2315.225;87.002;140.237;454.988;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
COLES;11/2020;1.095;1.191;896.958;1167.772;819.099;980.756;1.293;1.114;1.113;286.388;849.229;1668.552;221.523;762.112;1498.962;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PEPINOS;11/2020;1.336;1.367;1351.376;1153.251;1011.457;843.508;1.54;1.494;1.474;563.753;318.689;1718.908;366.027;213.296;1166.387;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
JUDIAS VERDES;11/2020;3.113;2.965;2526.052;2940.636;811.475;991.839;2.826;2.952;3.841;861.8;672.135;6144.826;304.905;227.678;1599.691;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PIMIENTOS;11/2020;1.851;1.908;5434.258;4948.029;2935.122;2593.69;1.759;2.065;1.912;1423.703;1987.32;6312.255;809.375;962.368;3300.551;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CHAMPIÑONES+O.SETAS;11/2020;4.179;4.765;4633.193;4330.014;1108.62;908.761;4.457;4.298;6.556;1257.071;1734.131;9923.49;282.048;403.456;1513.754;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
LECHUGA/ESC./ENDIVIA;11/2020;2.636;3.002;6796.594;4830.289;2578.244;1608.813;2.677;2.447;2.676;1003.874;2338.98;8215.264;374.957;956.029;3070.512;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
ESPARRAGOS;11/2020;3.98;3.749;481.052;727.523;120.882;194.057;3.6;3.935;2.499;165.446;78.569;1019.557;45.956;19.968;407.988;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
VERDURAS DE HOJA;11/2020;2.352;2.667;1840.168;1987.741;782.499;745.368;2.435;2.232;2.553;482.605;712.788;2939.824;198.234;319.315;1151.425;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
BERENJENAS;11/2020;1.486;1.538;2361.584;1545.628;1589.177;1004.961;1.488;1.427;1.543;204.639;457.287;2595.492;137.571;320.549;1682.233;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
ZANAHORIAS;11/2020;0.895;0.904;2197.093;1889.878;2454.593;2090.38;0.888;0.839;1.059;465.877;613.318;2327.593;524.917;731.08;2198.916;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CALABACINES;11/2020;1.538;1.503;4388.016;3972.886;2852.797;2642.756;1.533;1.602;1.553;811.706;1187.517;4649.969;529.652;741.276;2993.879;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
BROCOLI;11/2020;2.109;2.008;1771.611;1671.309;840.027;832.379;1.78;1.83;1.718;497.222;626.202;2536.462;279.364;342.108;1476.238;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
ALCACHOFAS;11/2020;2.807;3.07;1122.501;912.32;399.92;297.137;3.256;2.977;3.296;192.742;211.353;2712.386;59.191;70.995;822.849;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
APIO;11/2020;1.579;1.741;637.038;417.234;403.354;239.641;1.816;1.325;1.424;57.503;91.354;816.2;31.672;68.938;572.995;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
COLIFLOR;11/2020;1.624;1.713;1187.761;453.947;731.495;264.934;1.879;1.8;1.858;276.281;470.094;965.955;147.067;261.157;519.753;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PUERRO;11/2020;2.892;2.41;2011.693;1985.0;695.616;823.743;2.586;2.961;2.73;478.473;1067.152;2187.054;185.059;360.376;801.022;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
NARANJAS;11/2020;1.123;1.15;10593.83;9549.973;9435.343;8303.317;1.159;1.154;1.229;3228.435;4727.834;11902.78;2786.173;4098.04;9684.132;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
MANDARINAS;11/2020;1.398;1.486;10352.72;10226.11;7405.545;6879.744;1.402;1.451;1.537;3457.025;3852.419;13205.63;2466.078;2654.569;8592.885;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
LIMONES;11/2020;1.701;1.762;2165.694;2347.942;1273.434;1332.207;1.632;1.728;1.831;699.02;912.012;2984.662;428.237;527.64;1630.16;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PLATANOS;11/2020;1.469;1.701;13682.49;12454.63;9316.633;7322.614;1.566;1.637;1.723;3579.396;4677.645;14934.43;2286.241;2857.449;8667.437;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
MANZANAS;11/2020;1.53;1.615;9038.537;8706.894;5908.744;5390.726;1.524;1.343;1.589;1984.078;3660.651;11411.2;1302.037;2724.95;7180.261;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PERAS;11/2020;1.671;1.681;5315.937;5251.02;3182.131;3123.199;1.658;1.715;1.723;1603.467;3010.107;7192.598;967.384;1755.226;4175.541;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
MELOCOTONES;11/2020;2.532;2.856;785.175;1133.111;310.077;396.698;2.606;2.311;2.493;150.474;117.4;823.765;57.735;50.805;330.399;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
NECTARINAS;11/2020;1.398;1.444;244.598;103.084;175.01;71.41;0.0;1.699;1.335;0.0;36.978;62.968;0.0;21.764;47.175;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
ALBARICOQUES;11/2020;1.686;1.565;14.247;16.373;8.45;10.462;1.415;3.554;2.266;3.78;2.669;34.906;2.671;0.751;15.403;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
FRESAS/FRESON;11/2020;5.681;4.058;592.03;762.642;104.208;187.928;5.485;3.414;4.095;148.199;217.454;1076.128;27.017;63.698;262.791;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
MELON;11/2020;1.499;1.547;3580.366;3007.628;2389.164;1943.643;1.366;1.398;1.838;988.322;969.142;4470.756;723.742;693.196;2432.931;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
SANDIA;11/2020;1.44;0.837;32.996;77.832;22.919;93.038;0.527;4.902;1.763;67.658;24.749;129.543;128.441;5.049;73.489;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CIRUELAS;11/2020;2.01;1.753;810.627;805.01;403.379;459.117;1.7;1.935;2.167;271.924;133.558;719.694;159.918;69.037;332.131;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CEREZAS;11/2020;6.91;2.553;137.281;9.127;19.866;3.576;0.0;1.8;3.529;0.0;6.402;49.821;0.0;3.556;14.119;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
UVAS;11/2020;2.669;2.581;7746.249;5306.096;2901.931;2056.211;2.462;2.465;2.875;1151.596;1492.129;8579.978;467.671;605.378;2984.822;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
KIWI;11/2020;3.499;3.428;6240.229;6031.143;1783.265;1759.129;3.436;3.223;3.719;1725.87;2265.842;6905.607;502.322;703.116;1856.656;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
AGUACATE;11/2020;3.542;3.461;4973.095;3589.342;1403.844;1036.973;3.559;3.761;3.792;835.57;731.291;3959.352;234.793;194.421;1044.122;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PIÑA;11/2020;1.409;1.45;1793.347;2127.969;1272.978;1467.919;1.624;1.519;1.871;408.126;520.444;2632.378;251.299;342.731;1406.805;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
POMELO;11/2020;2.05;2.135;287.322;269.071;140.162;126.023;1.957;1.812;2.069;5.032;116.319;197.848;2.571;64.211;95.644;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CHIRIMOYA;11/2020;2.968;3.0;11.306;3.441;3.81;1.147;0.0;0.0;2.29;0.0;0.0;7.961;0.0;0.0;3.476;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
MANGO;11/2020;2.4;2.228;1867.485;1754.353;778.022;787.53;2.266;2.165;2.456;272.268;574.79;1776.653;120.173;265.443;723.393;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
TOMATES;12/2020;1.573;1.729;11798.53;10260.73;7499.188;5936.166;1.659;1.682;1.981;3218.271;2748.054;17004.57;1940.452;1633.711;8582.4;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CEBOLLAS;12/2020;1.207;1.219;6121.233;4697.047;5069.563;3853.522;1.17;1.219;1.363;1091.593;1517.244;8079.754;933.205;1244.153;5928.764;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
AJOS;12/2020;4.29;4.551;2190.139;1793.805;510.566;394.136;4.171;4.523;4.877;587.661;672.386;2524.96;140.893;148.651;517.698;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
COLES;12/2020;1.188;1.169;860.985;1213.08;724.904;1037.372;1.107;1.152;1.125;325.345;681.503;1834.52;293.961;591.646;1630.675;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PEPINOS;12/2020;1.426;1.465;1020.683;886.099;715.686;604.677;1.591;1.577;1.678;455.64;314.968;1292.51;286.433;199.721;770.321;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
JUDIAS VERDES;12/2020;3.178;2.882;1892.391;2280.973;595.425;791.577;2.987;2.993;4.119;507.486;484.68;4166.856;169.877;161.924;1011.557;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PIMIENTOS;12/2020;1.725;1.811;5227.762;4973.192;3030.146;2746.219;1.78;1.803;1.863;1357.777;1837.066;5635.721;762.837;1018.692;3024.67;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CHAMPIÑONES+O.SETAS;12/2020;4.435;4.396;4041.206;3636.278;911.106;827.153;4.421;4.155;5.367;1410.268;1013.019;6713.327;319.01;243.796;1250.821;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
LECHUGA/ESC./ENDIVIA;12/2020;2.569;3.077;6220.557;4955.112;2421.749;1610.23;2.583;2.474;2.816;1178.162;2226.438;8184.72;456.136;899.828;2906.518;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
ESPARRAGOS;12/2020;2.766;3.465;585.394;922.22;211.629;266.184;4.577;4.249;2.276;227.197;180.52;971.13;49.635;42.486;426.64;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
VERDURAS DE HOJA;12/2020;2.093;2.661;1920.627;2024.743;917.751;760.957;2.013;2.568;2.423;442.623;453.306;3436.441;219.853;176.544;1418.265;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
BERENJENAS;12/2020;1.604;1.705;1491.503;1222.61;929.728;717.155;1.555;1.693;1.773;260.104;289.925;1969.56;167.263;171.204;1110.717;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
ZANAHORIAS;12/2020;0.943;0.91;2124.043;1818.008;2252.891;1997.863;0.939;0.842;1.008;445.266;708.969;2383.379;474.093;842.381;2365.236;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
CALABACINES;12/2020;1.403;1.407;3286.856;3163.927;2343.187;2248.938;1.439;1.369;1.484;598.072;869.048;3772.365;415.549;635.034;2542.615;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
BROCOLI;12/2020;1.713;1.779;1324.615;1182.893;773.433;664.804;1.759;1.912;1.453;320.662;472.194;2523.278;182.345;247.024;1737.151;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
ALCACHOFAS;12/2020;2.538;3.025;1617.843;1517.661;637.557;501.709;2.701;2.941;2.967;309.173;345.046;4798.42;114.487;117.304;1617.335;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
APIO;12/2020;1.653;1.822;476.393;336.2;288.215;184.516;1.792;1.969;1.237;54.998;105.185;1052.378;30.698;53.409;851.0;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
COLIFLOR;12/2020;1.457;1.851;525.791;529.683;360.826;286.182;1.67;1.311;1.795;173.939;251.494;617.478;104.125;191.803;344.076;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PUERRO;12/2020;2.723;2.602;1750.158;1918.474;642.743;737.448;2.462;3.018;2.642;389.567;570.876;2292.99;158.244;189.179;867.761;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
NARANJAS;12/2020;0.934;0.96;11819.59;9918.883;12655.89;10336.8;0.959;0.892;1.115;3002.05;4839.1;13955.18;3129.446;5425.88;12516.59;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
MANDARINAS;12/2020;1.285;1.445;8914.907;9893.519;6937.509;6845.893;1.269;1.299;1.463;3613.381;3472.655;14976.43;2846.356;2673.282;10237.92;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
LIMONES;12/2020;1.622;1.663;2051.966;2520.346;1265.216;1515.882;1.583;1.695;1.872;689.221;1136.858;3281.648;435.496;670.552;1753.427;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
PLATANOS;12/2020;1.392;1.584;11517.3;11270.78;8273.077;7117.477;1.442;1.462;1.604;3407.134;4052.769;13500.0;2362.146;2771.943;8415.649;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
MANZANAS;12/2020;1.6;1.643;8038.593;8239.06;5024.392;5015.829;1.526;1.445;1.578;2128.322;3558.868;10317.0;1395.065;2462.3;6539.169;8.464.411;6.779.888;2.045.221;2.394.918;7.780.479
